Page id;Page title/page name;Url;Edit url;Canonical;Publisher;Description;Keywords;Robots;Twitter title;Twitter description;Twitter image source;Open graph title;Open graph description;Open graph image;Google+ name;Google+ description;Google+ image; Duplicate tags;Error count;Published;Log
1054;Charlie Digital;http://localhost:55645/;http://localhost:55645/umbraco/#/content/content/edit/1054;;;;;;;;;;;;;;;;0;True;--START PROCESSING CONTENT 1054-- Unable to find canonical tag. Unable to find publisher tag. No tags found for meta description. No tags found for meta keywords. No tags found for meta robots. No tags found for meta twitter:title. No tags found for meta twitter:description. No tags found for meta twitter:image:src. No tags found for meta og:title. No tags found for meta og:description. No tags found for meta og:image. No tags found for meta name. No tags found for meta description. No tags found for meta image. No ld scripts found.--END PROCESSING CONTENT 1054--
1063;Charlie Digital;http://localhost:55645/news/;http://localhost:55645/umbraco/#/content/content/edit/1063;;;;;;;;;;;;;;;;0;True;--START PROCESSING CONTENT 1063-- Unable to find canonical tag. Unable to find publisher tag. No tags found for meta description. No tags found for meta keywords. No tags found for meta robots. No tags found for meta twitter:title. No tags found for meta twitter:description. No tags found for meta twitter:image:src. No tags found for meta og:title. No tags found for meta og:description. No tags found for meta og:image. No tags found for meta name. No tags found for meta description. No tags found for meta image. No ld scripts found.--END PROCESSING CONTENT 1063--
1064;Charlie Digital;http://localhost:55645/news/front-end-angular-2-application/;http://localhost:55645/umbraco/#/content/content/edit/1064;;;;;;;;;;;;;;;;0;True;--START PROCESSING CONTENT 1064-- Unable to find canonical tag. Unable to find publisher tag. No tags found for meta description. No tags found for meta keywords. No tags found for meta robots. No tags found for meta twitter:title. No tags found for meta twitter:description. No tags found for meta twitter:image:src. No tags found for meta og:title. No tags found for meta og:description. No tags found for meta og:image. No tags found for meta name. No tags found for meta description. No tags found for meta image. No ld scripts found.--END PROCESSING CONTENT 1064--
1075;Charlie Digital;http://localhost:55645/news/old-mutual-wealth-260-feedback-tool/;http://localhost:55645/umbraco/#/content/content/edit/1075;;;;;;;;;;;;;;;;0;True;--START PROCESSING CONTENT 1075-- Unable to find canonical tag. Unable to find publisher tag. No tags found for meta description. No tags found for meta keywords. No tags found for meta robots. No tags found for meta twitter:title. No tags found for meta twitter:description. No tags found for meta twitter:image:src. No tags found for meta og:title. No tags found for meta og:description. No tags found for meta og:image. No tags found for meta name. No tags found for meta description. No tags found for meta image. No ld scripts found.--END PROCESSING CONTENT 1075--
